company_id,company_name,sector,P/E,P/B,EV/EBITDA,FCF_yield_pct,5yr_median_PE,PE_vs_sector_median_pct,flag
ABB,Abbott India Ltd,Industrials,1195.5145836575875,415.311230062179,993.0958241758242,,1618.7947734457323,291.72420617650255,Caution
ADANIENSOL,Adani Energy Solutions Ltd,Energy,591.7102886247877,16.607927567309982,58.787372572815535,,281.97197411003236,396.89174962277025,Caution
ADANIENT,Adani Enterprises Ltd,Industrials,30.878733158067696,4.809293940014331,18.22773842942489,,77.5920602807597,-89.88222527819487,Discount
ADANIGREEN,Adani Green Energy Ltd,Energy,264.78878630705395,51.91303437055115,71.03342962962964,,524.679116135663,122.35774134397927,Caution
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Industrials,69.3418875089808,12.80075050210315,42.24107253131372,,69.3418875089808,-77.2793270692416,Discount
AMBUJACEM,Ambuja Cements Ltd,Materials,331.0284267631103,30.91014666152065,220.21814496736516,,345.3007383454595,126.62820333967053,Caution
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,1556.8810702614378,274.74371828143023,696.1586265938068,,2038.0988556149732,134.4970534387903,Caution
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,459.2367048153747,113.55858500640753,318.6946834306242,,506.9666698450537,214.4019694550812,Caution
ATGL,Adani Total Gas Ltd,Energy,2298.806002994012,428.939220670391,1333.1824891587164,,2812.4586263736264,1830.4341310775221,Caution
AXISBANK,Axis Bank Ltd,Financials,35.96106382172364,6.042863975341192,50.35611519992819,,72.84979884836852,-60.87434664352666,Discount
BAJAJAUTO,Bajaj Auto Ltd,Consumer Discretionary,88.70130240130241,22.575005179200332,71.71927157388167,,106.03589036652612,-63.58341437646571,Discount
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financials,292.75556104728827,36.63420640890627,1410.3057464607464,,443.09909623938535,218.5181800099222,Caution
BAJFINANCE,Bajaj Finance Ltd,Financials,160.7168483982065,32.24772582664024,146.04960038008764,,214.91758602711158,74.86000219978226,Caution
BANKBARODA,Bank of Baroda,Financials,29.337322279586974,4.936565118241127,44.0115374846639,,39.38493968677108,-68.08098037342086,Discount
BHARTIARTL,Bharti Airtel Ltd,Communication Services,27.40343297625941,4.582551592248756,7.360036540200414,,30.813528933018638,-94.78366812534259,Discount
BHEL,Bharat Heavy Electricals Limited,Industrials,1213.6041573033708,22.317196991611223,523.0303333333333,,1213.6041573033708,297.65146459169176,Caution
BOSCHLTD,Bosch Ltd,Consumer Discretionary,1247.3877399232244,215.48044181034481,1173.1024593862815,,1825.530933988764,412.11877624013374,Caution
BPCL,Bharat Petroleum Corporation Ltd,Energy,34.124226736566186,6.196365835922522,19.705548316637795,,34.124226736566186,-71.34400558242014,Discount
BRITANNIA,Britannia Industries Ltd,Consumer Staples,152.5344011272898,82.40186247145394,104.21260841836734,,152.5344011272898,198.9325346106328,Caution
CANBK,Canara Bank,Financials,29.956905437209585,5.388035557292175,38.85803273227002,,43.756357866901716,-67.40687362366427,Discount
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financials,252.31878504672898,49.60608176389527,171.48278983261002,,364.70242401500934,174.52294982166768,Caution
CIPLA,Cipla Ltd,Healthcare,88.1899238018849,16.4683273421703,21.935848069738483,,155.24290504765267,-86.71685482625803,Discount
COALINDIA,Coal India Ltd,Materials,13.217608151382825,5.488031427535356,4.914240105850593,,14.31216593638685,-90.95098020104693,Discount
DABUR,Dabur India Ltd,Consumer Staples,32.114681818181815,5.728951956213257,24.727398547629218,,32.44652123995407,-37.062569733946106,Discount
DMART,Avenue Supermarts Ltd,Consumer Discretionary,1122.459180147059,163.28425339608515,682.2343543342271,,1283.8893902439024,360.82898149359403,Caution
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,448.2017767988252,79.41081921363296,294.38783299241965,,541.7801819392056,-32.49195586422942,Discount
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,52.10680178069353,11.717784393276778,49.82017665474061,,76.31840425531914,-78.60739631499149,Discount
GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,-2931.1196467991167,105.3974599142721,444.26542056074766,,744.6983735277622,-5844.324026509199,Discount
GRASIM,Grasim Industries Ltd,Industrials,55.096263660416426,5.402544978737324,22.398997309677892,,48.25224863993552,-81.94707079219583,Discount
HAVELLS,Havells India Ltd,Industrials,1801.0777642857145,338.5939129850947,1255.882405378486,,2108.2850083612043,490.1439991793895,Caution
HCLTECH,HCL Technologies Ltd,Information Technology,24.149446297922154,6.044171659610623,16.641524722542663,,27.79341798585382,-39.886919863610345,Discount
HDFCBANK,HDFC Bank Ltd,Financials,11.201072913202529,1.7711790418846791,19.008208524870273,,17.516284859910293,-87.81322771219565,Discount
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,26.919061247853463,3.2065730260466383,0.47954581800735646,,34.37690058479532,-70.71204944640851,Discount
HEROMOTOCO,Hero MotoCorp Ltd,Consumer Discretionary,385.5313041374304,90.02773490027684,46.15359990734574,,542.7114713896458,58.281032719846834,Caution
HINDALCO,Hindalco Industries Ltd,Materials,57.83801249199231,6.804600267556007,3.9708756827326646,,71.12566223535204,-60.40302343829295,Discount
ICICIBANK,ICICI Bank Ltd,Financials,25.16830471611722,5.150313339371604,23.625378692671134,,37.2020490115902,-72.61687332792323,Discount
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,505.07911437648926,93.34232733944954,63.787200822549906,,735.5634528629265,449.5263000187263,Caution
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,1639.6176078028748,137.98060739588735,20.672710385626075,,1876.601116333725,1683.9046830787147,Caution
INDUSINDBK,IndusInd Bank Ltd,Financials,222.53547402117707,28.782157109416058,111.41251094309591,,244.5782300405954,142.11869424205838,Caution
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,1048.7669083333333,389.6347647058824,836.2659734219269,,1251.0142047713719,330.57439837421583,Caution
IRFC,Indian Railway Finance Corporation Ltd,Financials,400.5428453419,53.24119197218325,113.25164735779954,,424.57411707475273,335.7907930353198,Caution
ITC,ITC Ltd,Consumer Staples,15.951105669979356,4.459253224529239,12.483054804804805,,17.05835498280023,-68.73948163477024,Discount
JINDALSTEL,Jindal Steel & Power Ltd,Materials,78.37706916996046,8.37726220400921,40.07494625738355,,78.37706916996046,-46.34160412535101,Discount
JIOFIN,Jio Financial Services Ltd,Financials,872.2930864965774,10.221190792160066,915.5943762246898,,873.3800560747663,849.055264235436,Caution
JSWENERGY,JSW Energy Ltd,Energy,55.769884305835006,5.322126056067589,26.466653660349312,,64.27277101449275,-53.16695362287647,Discount
JSWSTEEL,JSW Steel Ltd,Materials,788.8425060386473,33.638213186728294,120.1454924815375,,331.848898767941,440.05621695273805,Caution
KOTAKBANK,Kotak Mahindra Bank Ltd,Financials,19.095584553928095,3.3101246422306345,18.68606541909105,,28.825696482412063,-79.2239955525207,Discount
LICI,Life Insurance Corporation of India,Financials,4.427116571814412,2.218614209578595,7.101608061583692,,5.099971386504431,-95.18329521016915,Discount
LT,Larsen & Toubro Ltd,Industrials,69.63452012383901,56.17931361774403,36.56233976959273,,87.0364135902794,-77.18344260214795,Discount
LTIM,LTIMindtree Ltd,Information Technology,294.50085264538694,67.29178239584374,209.68571650606154,,305.4528117913832,633.0749176154172,Caution
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,107.25794379858783,17.561114834882524,76.08937721339673,,181.9776899806389,-55.964929618799474,Discount
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,35.447771040504485,5.587886063850124,15.855753293870537,,87.51566467065868,-85.44681132843189,Discount
NAUKRI,Info Edge (India) Ltd,Communication Services,1023.2748457350272,18.631433480933183,751.092463382157,,397.6194922425952,94.78366812534259,Caution
NESTLEIND,Nestle India Ltd,Consumer Staples,504.8977399939813,502.3279011976048,355.0825624206517,,559.4448782927642,889.4840771665,Caution
NHPC,NHPC Ltd,Energy,509.3369183494293,44.969362048472945,353.5324526420738,,461.1563990461049,327.71828945939313,Caution
NTPC,NTPC Ltd,Energy,40.26537345870664,5.648827764295937,21.853605703160785,,53.02395362420419,-66.18694612593077,Discount
ONGC,Oil & Natural Gas Corpn Ltd,Energy,9.218125,1.1573591538849497,6.326913357400723,,9.218125,-92.25903225354274,Discount
PIDILITIND,Pidilite Industries Ltd,Materials,82.24743030917384,19.302269537290353,55.10033197831978,,125.89152831652443,-43.69188307319709,Discount
POWERGRID,Power Grid Corporation of India Ltd,Energy,23.713355397148675,4.27540265760907,12.644328788071874,,23.92501380594619,-80.08658818473322,Discount
RECLTD,REC Ltd,Financials,19.61151629156869,4.209335544340303,14.500303185214312,,26.14107817677084,-78.66266159358663,Discount
